2009,4,3,937
2009,4,4,942
2009,4,5,1281
2009,4,6,968
2009,4,7,1107
2009,4,8,776
2009,4,9,662
2009,4,10,386
2009,4,11,954
2009,4,12,737
2009,4,13,507
2009,4,14,1014
2009,4,15,639
2009,4,16,686
2009,4,17,643
2009,4,18,643
2009,4,19,656
2009,4,20,699
2009,4,21,726
2009,4,22,1395
2009,4,23,1198
2009,4,24,777
2009,4,25,717
2009,4,27,1099
2009,5,1,1623
2009,5,2,684
2009,5,3,760
2009,5,4,743
2009,5,6,-606
2009,5,8,973
2009,5,10,596
2009,5,11,938
2009,5,12,717
2009,5,13,769
2009,5,14,2529
2009,5,15,-1141
2009,5,16,874
2009,5,17,579
2009,5,18,709
2009,5,19,700
2009,5,20,707
2009,5,21,700
2009,5,22,728
2009,5,23,659
2009,5,24,651
2009,5,25,1093
2009,5,26,3805
2009,5,27,-2552
2009,5,28,1595
2009,5,29,-298
2009,5,30,730
2009,5,31,721
2009,6,1,835
2009,6,2,730
2009,6,3,741
2009,6,4,800
2009,6,5,-1251
2009,6,6,2551
2009,6,7,872
2009,6,8,599
2009,6,9,851
2009,6,10,681
2009,6,11,633
2009,6,12,693
2009,6,13,741
2009,6,14,934
2009,6,15,1032
2009,6,16,690
2009,6,17,685
2009,6,18,668
2009,6,19,832
2009,6,20,588
2009,6,21,663
2009,6,22,550
2009,6,23,641
2009,6,24,525
2009,6,25,10318
2009,6,26,-8916
2009,6,27,647
2009,6,28,663
2009,6,29,839
2009,6,30,770
2009,7,1,603
2009,7,2,764
2009,7,3,607
2009,7,4,703
2009,7,5,756
2009,7,6,645
2009,7,7,760
2009,7,8,496
2009,7,9,708
2009,7,10,701
2009,7,11,565
2009,7,12,692
2009,7,13,683
2009,7,14,774
2009,7,15,637
2009,7,16,566
2009,7,17,576
2009,7,18,662
2009,7,19,859
2009,7,20,651
2009,7,21,664
2009,7,22,801
2009,7,23,712
2009,7,24,-142881
2009,7,25,144245
2009,7,26,636
2009,7,27,667
2009,7,28,737
2009,7,29,685
2009,7,30,810
2009,7,31,781
2009,8,1,759
2009,8,2,684
2009,8,3,718
2009,8,4,772
2009,8,5,771
2009,8,6,813
2009,8,7,771
2009,8,8,781
2009,8,9,722
2009,8,10,670
2009,8,11,632
2009,8,12,836
2009,8,13,736
2009,8,14,741
2009,8,15,934
2009,8,16,765
2009,8,17,710
2009,8,18,763
2009,8,19,628
2009,8,20,725
2009,8,21,875
2009,8,22,598
2009,8,23,736
2009,8,24,763
2009,8,25,725
2009,8,26,817
2009,8,27,790
2009,8,28,656
2009,8,29,667
2009,8,30,822
2009,8,31,793
2009,9,1,878
2009,9,2,831
2009,9,3,772
2009,9,4,836
2009,9,5,900
2009,9,6,648
2009,9,7,893
2009,9,8,291
2009,9,9,300
2009,9,10,1386
2009,9,11,888
2009,9,12,989
2009,9,13,827
2009,9,14,517
2009,9,15,864
2009,9,16,953
2009,9,17,971
2009,9,18,976
2009,9,19,509
2009,9,20,877
2009,9,21,911
2009,9,22,871
2009,9,23,634
2009,9,24,666
2009,9,25,871
2009,9,26,562
2009,9,27,1140
2009,9,28,702
2009,9,29,832
2009,9,30,923
2009,10,1,691
2009,10,2,1002
2009,10,3,666
2009,10,4,649
2009,10,5,817
2009,10,6,1196
2009,10,7,590
2009,10,8,835
2009,10,9,665
2009,10,10,849
2009,10,11,746
2009,10,12,862
2009,10,13,860
2009,10,14,1100
2009,10,15,716
2009,10,16,485
2009,10,17,726
2009,10,18,590
2009,10,19,-705
2009,10,20,2556
2009,10,22,1354
2009,10,23,519
2009,10,24,17
2009,10,25,967
2009,10,26,554
2009,10,27,939
2009,10,29,-249
2009,10,30,1146
2009,10,31,599
2009,11,1,1113
2009,11,2,595
2009,11,3,980
2009,11,4,400
2009,11,5,1563
2009,11,6,1385
2009,11,7,794
2009,11,8,590
2009,11,9,292
2009,11,10,1409
2009,11,11,528
2009,11,12,969
2009,11,13,626
2009,11,14,758
2009,11,15,688
2009,11,16,668
2009,11,17,888
2009,11,18,916
2009,11,21,1140
2009,11,22,1072
2009,11,23,1148
2009,11,24,968
2009,11,25,863
2009,11,26,731
2009,11,27,867
2009,11,28,964
2009,11,29,626
2009,11,30,873
2009,12,1,665
2009,12,2,1009
2009,12,3,756
2009,12,4,966
2009,12,5,962
2009,12,6,978
2009,12,7,1172
2009,12,8,1200
2009,12,10,979
